rowid,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
12914,DEU,Germany,HKW Chemnitz  Nord II (Natural Gas),WRI1005778,57.2,50.857,12.9231,Gas,,,,1986.0,eins energie in sachsen GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,221.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12915,DEU,Germany,HKW Dresden-Nossener Brücke,WRI1005780,263.0,51.0421,13.7086,Gas,,,,1995.0,DREWAG Stadtwerke Dresden GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,1222.517,1478.562,1441.149,,,JRC-PPDB-OPEN,,,,,1019.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12916,DEU,Germany,HKW Eltmann,WRI1005782,57.0,49.984,10.6514,Gas,,,,2008.0,Palm Power GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,220.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12917,DEU,Germany,HKW Erfurt-Ost,WRI1005783,109.1,50.9848,11.0299,Gas,,,,,SWE Energie GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1043455,,,,,,,,,,,,,,422.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12919,DEU,Germany,HKW Erlangen (Natural Gas),WRI1005785,28.5,49.593,11.0016,Gas,,,,,Erlanger Stadtwerke AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029839,,,,,,,,,,,,,,110.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12920,DEU,Germany,HKW Fenne  GrubenNatural Gaskraftwerk,WRI1005786,42.0,49.249,6.8792,Gas,,,,2003.0,STEAG New Energies GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,1358.779,962.789,,,JRC-PPDB-OPEN,,,,,162.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12921,DEU,Germany,HKW Freiberg,WRI1005768,27.0,48.0056,7.8423,Gas,,,,2001.0,Universitätsklinikum Freiburg AdöR,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1116378,,,,,,,,,,,,,,104.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12922,DEU,Germany,HKW Göttingen,WRI1005788,18.8,51.5534,9.9337,Gas,,,,1998.0,Georg-August-Universität Göttingen Stiftung Ã–ffentlichen Rechts,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,72.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12923,DEU,Germany,HKW Halle Trotha,WRI1005789,254.0,51.481,11.9643,Gas,,,,,EVH GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1022957,,,,,,,,,,,,,,984.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12924,DEU,Germany,HKW Hiltrop,WRI1005790,44.0,51.508,7.2503,Gas,,,,2014.0,Stadtwerke Bochum Holding GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029770,,,,,,,,,,,,,,170.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12925,DEU,Germany,HKW Humboldtstr.,WRI1005791,31.0,54.3275,10.1267,Gas,,,,,Stadtwerke Kiel AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029924,,,,,,,,,,,,,,120.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12927,DEU,Germany,HKW III/B,WRI1005793,274.0,51.3907,6.7478,Gas,,,,2005.0,Stadtwerke Duisburg AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,223.406,1037.938,995.093,,,JRC-PPDB-OPEN,,,,,1061.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12928,DEU,Germany,HKW Jena,WRI1005794,182.0,50.8969,11.5857,Gas,,,,1996.0,Thüringer Energie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,705.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12930,DEU,Germany,HKW Karcherstr. (Natural Gas),WRI1005796,11.6,49.4347,7.7602,Gas,,,,1989.0,SWK - Stadtwerke Kaiserslautern,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,44.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12932,DEU,Germany,HKW Merheim,WRI1005798,15.8,50.9431,7.0852,Gas,,,,2001.0,RheinEnergie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,61.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12933,DEU,Germany,HKW Merkenich,WRI1005799,15.5,51.0179,6.964,Gas,,,,1965.0,RheinEnergie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,60.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12934,DEU,Germany,HKW Merkenich (Natural Gas),WRI1005801,108.0,51.0178,6.9643,Gas,,,,2004.0,RheinEnergie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1017451,,,,,142.445,,,,ENTSOE,,,,,418.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12935,DEU,Germany,HKW Niederrad,WRI1005802,126.0,50.0856,8.6279,Gas,,,,2005.0,Mainova AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029852,,,,,,,,,,,,,,488.3,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12936,DEU,Germany,HKW Niehl 2,WRI1005803,413.0,50.9749,6.988,Gas,,,,2005.0,RheinEnergie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1017452,,,,,3410.306,3718.551,,,JRC-PPDB-OPEN,,,,,1600.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12939,DEU,Germany,HKW Pfaffenwald,WRI1005806,36.0,48.7508,9.1103,Gas,,,,,Universität Stuttgart,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1032531,,,,,,,,,,,,,,139.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12940,DEU,Germany,HKW Potsdam-Süd,WRI1005807,81.8,52.3661,13.1125,Gas,,,,1996.0,Energie und Wasser Potsdam GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,317.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12943,DEU,Germany,HKW Sandreuth,WRI1005810,150.0,49.4386,11.0606,Gas,,,,2005.0,N-ERGIE AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1016312,,,,,,,,,,,,,,581.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12944,DEU,Germany,HKW Schwarza,WRI1005812,26.5,50.6869,11.3293,Gas,,,,,Energie- und Medienversorgung Schwarza GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1072879,,,,,,,,,,,,,,102.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12945,DEU,Germany,HKW Schwerin Lankow,WRI1005813,23.0,53.6539,11.373,Gas,,,,1994.0,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1030083,,,,,,,,,,,,,,89.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12946,DEU,Germany,HKW Schwerin Süd,WRI1005814,44.9,53.5779,11.3965,Gas,,,,1994.0,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,174.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12947,DEU,Germany,HKW Südstadt,WRI1005815,35.0,50.917,6.9573,Gas,,,,1994.0,RheinEnergie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,135.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12950,DEU,Germany,HKW West,WRI1005816,99.0,50.0984,8.6531,Gas,,,,1994.0,Mainova AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029851,,,,,,,,,,,,,,383.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12952,DEU,Germany,HKW Wiesengrund,WRI1005820,22.1,50.9816,10.2906,Gas,,,,1993.0,ENAG/MainNatural Gas Energieanlagen GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,85.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12953,DEU,Germany,HKW Wörth,WRI1005821,59.0,49.07,8.307,Gas,,,,2008.0,Palm Power GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,228.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12954,DEU,Germany,HKW-Mitte,WRI1005822,137.3,52.2786,10.5147,Gas,,,,,Braunschweiger Versorgungs-AG & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,532.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12955,DEU,Germany,HKW-Nord,WRI1005824,25.0,52.2786,10.5147,Gas,,,,1965.0,Braunschweiger Versorgungs-AG & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,96.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12956,DEU,Germany,HKW-West,WRI1005825,12.8,52.0262,8.8666,Gas,,,,2002.0,Stadtwerke Lemgo GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029851,,,,,,,,,,,,,,49.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12957,DEU,Germany,HKW3 UPM Schongau,WRI1005826,65.0,48.1603,10.1144,Gas,,,,2015.0,UPM GmbH,Open Power System Data,http://data.open-power-system-data.org/,CARMA,1018088,,,,,,,,,,,,,,251.9,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12973,DEU,Germany,Hattorf,WRI1005728,52.3,50.8126,9.978,Gas,,,,,K+S AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1020318,,,,,,,,,,,,,,202.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12984,DEU,Germany,Heizkraftwerk 1,WRI1005732,22.5,53.5177,9.9508,Gas,,,,1992.0,ADM Hamburg Aktiengesellschaft,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,87.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12985,DEU,Germany,Heizkraftwerk 2,WRI1005733,152.0,50.0918,8.5311,Gas,,,,,Infraserv GmbH & Co. Höchst KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,589.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12987,DEU,Germany,Heizkraftwerk 4,WRI1005735,18.0,48.3751,10.9028,Gas,,,,1976.0,Stadtwerke Augsburg Energie GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,69.75,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12988,DEU,Germany,Heizkraftwerk 5,WRI1005736,10.0,49.8828,8.6287,Gas,,,,1999.0,Merck KGaA,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,38.75,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12989,DEU,Germany,Heizkraftwerk Altbach/Deizisau (Natural Gas),WRI1005738,65.0,48.7176,9.3749,Gas,,,,,EnBW Energie Baden-Württemberg AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,251.9,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12990,DEU,Germany,Heizkraftwerk Bomlitz,WRI1005739,22.1,52.9,9.65,Gas,,,,1912.0,Dow Wolff Cellulosics GmbH,Open Power System Data,http://data.open-power-system-data.org/,CARMA,,,,,,,,,,,,,,,85.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12991,DEU,Germany,Heizkraftwerk Evonik Rheinfelden,WRI1005741,16.0,47.5708,7.8072,Gas,,,,1980.0,Evonik Degussa GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,62.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12993,DEU,Germany,Heizkraftwerk Gera-Nord,WRI1005744,148.0,50.9076,12.061,Gas,,,,1996.0,Energieversorgung Gera GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,573.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12994,DEU,Germany,Heizkraftwerk Hafen,WRI1005745,100.2,51.9501,7.6413,Gas,,,,2005.0,Stadtwerke Münster GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,388.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12995,DEU,Germany,Heizkraftwerk Hagen-Kabel,WRI1005746,230.0,51.411,7.4917,Gas,,,,1980.0,Mark-E AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,0.174,0.264,,,JRC-PPDB-OPEN,,,,,891.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12997,DEU,Germany,Heizkraftwerk Karlstraße 2,WRI1005749,95.0,50.7338,7.0805,Gas,,,,2013.0,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,368.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12998,DEU,Germany,Heizkraftwerk Krefeld,WRI1005750,12.6,51.3388,6.5853,Gas,,,,,SWK ENERGIE GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,48.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
12999,DEU,Germany,Heizkraftwerk Leipzig-Nord,WRI1005751,167.0,51.3512,12.3784,Gas,,,,1996.0,Stadtwerke Leipzig GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1029943,,,,,,,,,,,,,,647.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13002,DEU,Germany,Heizkraftwerk Pforzheim GmbH,WRI1005756,52.5,48.8832,8.6653,Gas,,,,1969.0,Heizkraftwerk Pforzheim GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1030026,,,,,,,,,,,,,,203.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13003,DEU,Germany,Heizkraftwerk Sindelfingen,WRI1005758,95.0,48.6972,8.9992,Gas,,,,,Daimler AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1092274,,,,,,,,,,,,,,368.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13004,DEU,Germany,Heizkraftwerk Stendal,WRI1005759,22.0,52.6087,11.8325,Gas,,,,1994.0,VASA Kraftwerke-Pool GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,85.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13006,DEU,Germany,Heizkraftwerk West,WRI1005761,37.0,49.0144,8.3481,Gas,,,,1984.0,Stadtwerke Karlsruhe GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,143.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13008,DEU,Germany,Heizkraftwerk zur Papierfabrik,WRI1005762,18.1,52.618,7.8619,Gas,,,,1995.0,Delkeskamp Verpackungswerke GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,70.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13009,DEU,Germany,Heizkraftwerke an der Friedensbrücke,WRI1005763,122.0,49.8,9.9231,Gas,,,,,Heizkraftwerk Würzburg GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,472.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13032,DEU,Germany,Holthausen,WRI1005829,84.0,51.1756,6.838,Gas,,,,1948.0,Henkel AG & Co.KGaA,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,325.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13036,DEU,Germany,Huckingen,WRI1005830,606.0,51.3679,6.7167,Gas,,,,,Hüttenwerke Krupp Mannesmann GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1027640,,,,2164.682,2006.499,2322.758,,,JRC-PPDB-OPEN,,,,,2348.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13041,DEU,Germany,Huntorf,WRI1005831,321.0,53.1897,8.4087,Gas,,,,1978.0,E.ON Kraftwerke GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,0.97,8.013,11.83,,,JRC-PPDB-OPEN,,,,,1244.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13055,DEU,Germany,IHKW Heidenheim,WRI1005834,26.5,48.6701,10.1506,Gas,,,,,Voith Dienstleistungen und Grundstücks GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1116488,,,,,,,,,,,,,,102.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13060,DEU,Germany,ILK-GuD,WRI1005839,135.7,51.2998,12.0193,Gas,,,,1994.0,InfraLeuna GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,525.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13061,DEU,Germany,INEOS Kraftwerk,WRI1005846,24.0,51.4693,6.6436,Gas,,,,1995.0,INEOS Solvents Germany GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,93.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13072,DEU,Germany,Industriekraftwerk Bernburg (IKB),WRI1005841,66.0,51.8012,11.7544,Gas,,,,1994.0,Solvay Chemicals GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,255.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
