rowid,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
13073,DEU,Germany,Industriekraftwerk Breuberg,WRI1005842,11.4,49.8108,9.0117,Gas,,,,1999.0,Industriekraftwerk Breuberg GmbH / Pirelli Deutschland GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1074031,,,,,,,,,,,,,,44.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13074,DEU,Germany,Industriekraftwerk Greifswald,WRI1005843,37.7,54.1379,13.6671,Gas,,,,2014.0,Industriekraftwerk Greifswald GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,146.1,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13075,DEU,Germany,Industriekraftwerk Ludwigshafen,WRI1005844,12.0,49.4532,8.4336,Gas,,,,2003.0,MVV Energie AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,46.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13076,DEU,Germany,Industriepark Werk Gendorf,WRI1005845,49.0,48.1768,12.7306,Gas,,,,2002.0,InfraServ GmbH & Co. Gendorf KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,189.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13090,DEU,Germany,K&N PFK AG EV,WRI1005852,12.75,51.0513,13.0166,Gas,,,,1993.0,Kübler & Niethammer Papierfabrik Kriebstein AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,49.41,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13092,DEU,Germany,KW Kirchlengern,WRI1005909,201.5,52.1951,8.6482,Gas,,,,1980.0,Energieservice Westfalen Weser GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1015445,,,,,,,,,,,,,,780.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13099,DEU,Germany,KWH,WRI1005919,102.0,52.3667,9.7167,Gas,,,,1975.0,Stadtwerke Hannover AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,6.21,,,,ENTSOE,,,,,395.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13100,DEU,Germany,KWK AOS GmbH,WRI1005920,30.7,53.6575,9.502,Gas,,,,2012.0,Aluminium Oxid Stade GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,118.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13103,DEU,Germany,KWK-Anlage Barby,WRI1005924,18.0,51.9832,11.8766,Gas,,,,1993.0,Cargill Deutschland GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,69.75,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13104,DEU,Germany,KWK-Anlage Krefeld DT,WRI1005925,25.8,51.3392,6.6642,Gas,,,,2004.0,Cargill Deutschland GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,99.98,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13105,DEU,Germany,KWK-Anlage Krefeld VM,WRI1005926,14.0,51.3392,6.6642,Gas,,,,2004.0,Cargill Deutschland GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,54.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13106,DEU,Germany,KWKK Heidelberg,WRI1005927,13.5,49.4216,8.6728,Gas,,,,2002.0,RWE Energiedienstleistungen GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,52.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13122,DEU,Germany,Kessel 2,WRI1005859,2.9,50.777,6.486,Gas,,,,1967.0,Papierfabrik Schoellershammer Heinrich August Schoeller Söhne GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,11.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13124,DEU,Germany,Kesselhaus Zuckerfabrik,WRI1005861,15.1,53.8563,13.7101,Gas,,,,1993.0,Suiker Unie GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1114595,,,,,,,,,,,,,,58.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13127,DEU,Germany,Kirchmöser,WRI1005862,160.0,52.3942,12.4181,Gas,,,,1994.0,E.ON Kraftwerke GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1032876,,,,,,,,,,,,,,620.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13141,DEU,Germany,Knapsack Natural Gas I,WRI1005865,1230.0,50.8617,6.8424,Gas,,,,,Statkraft Markets GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,507.734,2041.821,2030.346,,,JRC-PPDB-OPEN,,,,,4766.74,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13146,DEU,Germany,Kombi-HKW,WRI1005870,50.0,51.2791,9.484,Gas,,,,1987.0,Städtische Werke Energie + Wärme GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,193.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13147,DEU,Germany,Kombikraftwerk,WRI1005871,46.6,51.4656,12.592,Gas,,,,1993.0,Stora Enso Sachsen GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,180.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13151,DEU,Germany,Kraftwerk 2,WRI1005875,34.2,50.5691,9.6813,Gas,,,,,Papierfabrik Adolf Jass Schwarza GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,132.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13156,DEU,Germany,Kraftwerk Grenzach-Wyhlen,WRI1005881,40.0,47.5397,7.7069,Gas,,,,2004.0,KGW - Kraftwerk Grenzach-Wyhlen GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,155.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13159,DEU,Germany,Kraftwerk III,WRI1005884,139.0,51.6804,7.0969,Gas,,,,,Evonik Degussa GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,538.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13161,DEU,Germany,Kraftwerk Mainz,WRI1005886,434.2,50.0264,8.2379,Gas,,,,2001.0,Kraftwerke Mainz-Wiesbaden AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1021311,,,,,1788.6,1686.558,,,JRC-PPDB-OPEN,,,,,1682.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13162,DEU,Germany,Kraftwerk Meggle,WRI1005887,12.6,48.0564,12.1852,Gas,,,,2000.0,Molkerei MEGGLE Wasserburg GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,48.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13163,DEU,Germany,Kraftwerk Mitte,WRI1005888,490.0,49.5137,8.4316,Gas,,,,2005.0,BASF SE,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,1597.095,,,,ENTSOE,,,,,1898.94,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13166,DEU,Germany,Kraftwerk Plattling,WRI1005891,97.9,48.7874,12.8825,Gas,,,,2010.0,Daimler AG / UPM GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,379.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13169,DEU,Germany,Kraftwerk Süd,WRI1005895,390.0,49.5136,8.4316,Gas,,,,1997.0,BASF SE,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,1511.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13217,DEU,Germany,Lichterfelde,WRI1005934,432.0,52.4252,13.3098,Gas,,,,,Vattenfall Europe Wärme AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1010989,,,,423.699,312.401,337.923,,,JRC-PPDB-OPEN,,,,,1674.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13249,DEU,Germany,MT  Düren,WRI1005954,14.0,50.7728,6.49,Gas,,,,2011.0,Metsä Tissue GmbH Werk Düren,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,54.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13283,DEU,Germany,Mitte,WRI1005948,444.0,52.5117,13.4209,Gas,,,,1996.0,Vattenfall Europe Wärme AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,1597.299,1763.113,2000.043,,,JRC-PPDB-OPEN,,,,,1720.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13315,DEU,Germany,Natural Gas Turbine #1,WRI1006093,28.0,49.2095,7.936,Gas,,,,1975.0,Buchmann GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,108.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13316,DEU,Germany,Natural Gas Turbine #2,WRI1006095,19.5,51.6627,10.3531,Gas,,,,1978.0,Smurfit Kappa Herzberger Papierfabrik GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,75.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13317,DEU,Germany,Natural Gas Turbine #3,WRI1006101,36.0,51.1514,13.9776,Gas,,,,2014.0,Sachsenmilch Leppersdorf GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,139.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13318,DEU,Germany,Natural Gas Turbine #6,WRI1005706,217.8,51.2212,6.7319,Gas,,,,,Stadtwerke Düsseldorf AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,844.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13319,DEU,Germany,Natural Gas Turbine #7,WRI1005708,18.6,49.4059,11.1329,Gas,,,,,Prinovis Ltd. & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,72.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13320,DEU,Germany,Natural Gas Turbine #8,WRI1005972,28.8,48.401,10.9358,Gas,,,,2004.0,Stadtwerke Augsburg Energie GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,111.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13321,DEU,Germany,Natural Gas Turbine #9,WRI1005973,51.9,50.8305,6.9594,Gas,,,,1975.0,Basell Polyolefine GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,201.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13322,DEU,Germany,Natural Gas- u. Dampfturbinenanlage Südraum,WRI1005967,38.6,49.2137,6.9781,Gas,,,,2012.0,ZF Friedrichshafen AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,149.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13323,DEU,Germany,Natural Gasblock,WRI1005968,293.0,51.2214,6.7313,Gas,,,,1976.0,Stadtwerke Düsseldorf AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,1135.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13324,DEU,Germany,Natural Gaskraftwerk #1,WRI1005969,45.3,50.7055,6.6536,Gas,,,,1966.0,Smurfit Kappa Zülpich Papier GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,175.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13325,DEU,Germany,Natural Gasmotore,WRI1005971,23.3,47.8561,12.1341,Gas,,,,2011.0,Stadtwerke Rosenheim GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,90.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13380,DEU,Germany,Obernburg,WRI1005988,100.0,49.8293,9.1482,Gas,,,,,Kraftwerk Obernburg GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,387.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13399,DEU,Germany,P&L Werk Appeldorn,WRI1005992,11.4,51.7297,6.3586,Gas,,,,2004.0,Pfeifer & Langen Kommanditgesellschaft,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,44.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13403,DEU,Germany,P&L Werk Lage,WRI1005996,10.2,51.9861,8.8073,Gas,,,,1980.0,Pfeifer & Langen Kommanditgesellschaft,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,39.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13406,DEU,Germany,PKV Kraftwerk,WRI1006003,60.0,53.4032,8.1282,Gas,,,,1989.0,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1056143,,,,,,,,,,,,,,232.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13410,DEU,Germany,PWG,WRI1006010,10.6,47.7895,11.0554,Gas,,,,,Peißenberger Wärmegesellschaft mbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,41.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13445,DEU,Germany,RAG Anthrazit Ibbenbüren GmbH,WRI1006014,33.4,52.2859,7.7461,Gas,,,,1985.0,RAG Anthrazit Ibbenbüren GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,129.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13470,DEU,Germany,Rheinhafen-Dampfkraftwerk,WRI1006025,353.0,49.013,8.304,Gas,,,,1998.0,EnBW Energie Baden-Württemberg AG,Open Power System Data,http://data.open-power-system-data.org/,WRI,,,,,,172.334,,,,ENTSOE,,,,,1368.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13509,DEU,Germany,STW,WRI1006061,13.5,50.8741,13.3944,Gas,,,,2007.0,Schoeller Technocell GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,52.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13561,DEU,Germany,Sigmundshall,WRI1006047,19.0,52.4185,9.3681,Gas,,,,1974.0,K+S AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1020320,,,,,,,,,,,,,,73.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13583,DEU,Germany,Spitzenlastkraftwerk Wolfen,WRI1006054,40.0,51.6431,12.2289,Gas,,,,1997.0,envia THERM GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,155.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13595,DEU,Germany,Steinitz,WRI1006058,11.4,52.83,11.1033,Gas,,,,1995.0,GDF SUEZ E&P DEUTSCHLAND GMBH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1018264,,,,,,,,,,,,,,44.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13608,DEU,Germany,Süd DT1,WRI1006062,79.7,48.1351,11.582,Gas,,,,1980.0,SWM Services GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,308.86,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13609,DEU,Germany,Süd DT60,WRI1006063,127.6,48.1351,11.582,Gas,,,,2004.0,SWM Services GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,1641.411,,,JRC-PPDB-OPEN,,,,,494.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13610,DEU,Germany,Süd GT 61,WRI1006064,444.6,48.1351,11.582,Gas,,,,2004.0,SWM Services GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,193.781,225.671,,,JRC-PPDB-OPEN,,,,,1723.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13629,DEU,Germany,Thyrow,WRI1006068,296.0,52.2302,13.3019,Gas,,,,,Vattenfall Europe Generation AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1032914,,,,,,,,,,,,,,1147.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13636,DEU,Germany,Trianel Natural Gaskraftwerk,WRI1006074,838.0,51.6739,7.9291,Gas,,,,2008.0,Trianel Natural Gaskraftwerk Hamm GmbH & Co. KG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,3247.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13654,DEU,Germany,UPM Augsburg,WRI1006115,29.0,48.3801,10.9014,Gas,,,,1966.0,UPM GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,112.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13661,DEU,Germany,Unterbreizbach,WRI1006113,33.6,50.8132,9.9775,Gas,,,,1965.0,K+S AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,130.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13717,DEU,Germany,Werkskraftwerk Sappi Alfeld 2,WRI1006137,20.0,51.9851,9.8225,Gas,,,,1947.0,Sappi Alfeld GmbH,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1114593,,,,,,,,,,,,,,77.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13746,DEU,Germany,Wintershall,WRI1006146,109.5,50.894,9.9972,Gas,,,,1967.0,K+S AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,424.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13764,DEU,Germany,X-Kraftwerk,WRI1006150,27.0,51.0144,6.9873,Gas,,,,1981.0,Currenta GmbH & Co. OHG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,,,,,,,,,,,,,,,104.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
13782,DEU,Germany,Zielitz,WRI1006153,52.0,52.2985,11.6796,Gas,,,,1996.0,K+S AG,Open Power System Data,http://data.open-power-system-data.org/,Open Power System Data,1020323,,,,,,,,,,,,,,201.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
